StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1,Q1_11_TEXT,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q2_17,Q2_18,Q2_19,Q2_20,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q16_1,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q8,Q11,Q11_11_TEXT,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_14,Q14_15,Q14_16,Q14_17,Q14_18,Q14_19,Q14_20,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q18,Q19,Q21,Q22,Q24,Q25,Q27,Q26
2017-04-01 00:12:23,2017-04-01 00:18:02,0,174.208.1.83,100,339,1,2017-04-01 00:18:03,R_5yTPXXc8mmX9qUN,,,,,40.760803222656,-111.89109802246,anonymous,1,,1,4,1,1,5,2,1,4,6,3,7,7,3,5,6,7,7,7,3,5,5,2,2,3,5,5,2,3,7,7,7,7,7,7,2,3,4,5,4,,4,5,4,4,5,4,4,1,4,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1993,1
2017-04-01 00:34:43,2017-04-01 00:38:55,0,216.51.73.138,100,252,1,2017-04-01 00:38:56,R_3elRCr52g37pm5T,,,,,40.21809387207,-111.61329650879,anonymous,3,,2,5,3,7,7,6,3,7,7,7,6,4,4,7,7,6,6,6,6,5,6,2,6,6,3,6,7,5,4,7,7,6,2,7,6,5,5,4,5,4,3,5,4,5,5,5,5,2,2,2,4,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1993,1
2017-04-01 00:55:59,2017-04-01 01:00:13,0,66.219.236.173,100,253,1,2017-04-01 01:00:14,R_1JL45wckV2jqmZb,,,,,40.339294433594,-111.57089996338,anonymous,12,,4,4,7,7,7,4,4,5,4,4,6,7,4,7,5,2,1,3,2,6,4,5,5,2,5,7,7,6,4,6,4,3,1,6,5,7,4,4,5,4,3,3,2,2,2,2,3,3,3,5,1,5,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1992,1
2017-04-01 01:36:47,2017-04-01 01:41:06,0,70.180.182.114,100,258,1,2017-04-01 01:41:07,R_10OtTM0zT4WRSxZ,,,,,36.197906494141,-115.26599884033,anonymous,12,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,4,4,6,5,7,7,7,7,7,5,6,7,6,5,5,6,6,5,4,3,4,4,2,2,3,4,4,4,4,4,3,2,4,2,2,3,1,12,,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,7,6,7,4,4,5,4,5,7,4,7,5,5,5,7,5,4,5,6,5,1,3,,,,2,1992,2
2017-04-01 05:54:32,2017-04-01 06:00:49,0,63.153.237.215,100,377,1,2017-04-01 06:00:50,R_06QCulwAkqyr1hD,,,,,41.729705810547,-93.605796813965,anonymous,5,,6,6,6,4,7,6,6,4,6,4,5,3,5,7,6,5,4,6,2,3,1,2,2,6,6,7,7,7,2,6,4,5,1,5,5,3,4,3,3,4,2,4,3,4,3,4,3,3,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"Manufactured Products  ",1,,1,1993,2
2017-04-01 06:38:44,2017-04-01 07:07:06,0,174.208.12.35,100,1702,1,2017-04-01 07:07:07,R_2V3jFd7E1NW1D43,,,,,46.517196655273,-112.12110137939,anonymous,2,,4,4,5,6,6,6,5,5,5,4,6,6,4,5,5,5,3,5,6,3,4,2,2,3,4,3,6,3,6,7,7,5,5,6,4,3,4,4,3,5,4,4,3,4,5,4,4,1,2,1,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1993,1
2017-04-01 07:12:37,2017-04-01 07:14:45,0,98.202.224.149,100,128,1,2017-04-01 07:14:46,R_27Vd27M4fCNbF97,,,,,40.208999633789,-111.47399902344,anonymous,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,1970,3
2017-04-01 07:09:14,2017-04-01 07:15:17,0,69.47.84.251,100,363,1,2017-04-01 07:15:18,R_31ZcleCxhR0nOCB,,,,,42.035797119141,-88.380096435547,anonymous,3,,,,,,,,7,,,7,,,,,,,,,,,7,,,,,7,,,,7,7,,,7,,2,5,,,,,5,,,,5,,,,,,,,,1,2,,,,,,7,,,7,7,7,7,7,,,7,7,,,,7,,7,,,7,7,7,,,7,7,,,,7,2,,,1,,1,1991,2
2017-04-01 07:25:58,2017-04-01 07:27:49,0,83.137.1.222,100,111,1,2017-04-01 07:27:50,R_RDNQJHFEJZ2AFW1,,,,,51.550003051758,-0.28329467773438,anonymous,1,,4,6,5,4,5,2,2,1,5,2,5,5,4,5,4,4,3,4,4,6,4,4,1,2,6,3,3,2,6,3,4,5,4,5,5,3,1,2,1,4,3,2,5,3,4,5,3,4,1,4,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,1,,3
2017-04-01 07:26:47,2017-04-01 07:31:09,0,213.93.20.8,100,262,1,2017-04-01 07:31:11,R_27TCBS9HcA5bWwr,,,,,51.960098266602,4.5046997070312,anonymous,7,,5,3,3,6,7,4,6,7,7,6,6,7,4,3,5,6,6,7,6,7,7,6,6,5,5,6,6,6,7,7,5,6,4,7,7,5,4,4,3,4,3,4,4,5,5,5,5,2,2,1,4,1,4,2,1,6,,3,4,2,4,7,3,4,7,6,3,6,5,2,2,6,6,5,7,4,7,7,5,6,3,3,4,5,5,7,7,4,4,4,7,6,1,1,,,,2,1993,3
